posting_id,tipo,precio,m2,precio_m2,ambientes,dormitorios,zona,direccion,visibilidad,lat,lon,url,fuente
AP19949548,PH,550000,42,13095,2,1,Villa Ballester,Villarroel 5400,APPROX,-34.536496,-58.5484,https://www.argenprop.com/ph-en-alquiler-en-villa-ballester-2-ambientes--19949548,Argenprop
AP14939932,PH,450000,45,10000,2,1,Jose Leon Suarez,Santa Cruz 2700,APPROX,-34.535062,-58.571886,https://www.argenprop.com/ph-en-alquiler-en-jose-leon-suarez-2-ambientes--14939932,Argenprop
AP12642474,PH,300000,30,10000,2,1,Villa Bonich,Guido Spano 5300,APPROX,-34.574699,-58.56371,https://www.argenprop.com/ph-en-alquiler-en-villa-bonich-2-ambientes--12642474,Argenprop
AP19728150,PH,580000,40,14500,2,1,Loma Hermosa,Parana 6300,APPROX,-34.5603938,-58.5893007,https://www.argenprop.com/ph-en-alquiler-en-loma-hermosa-2-ambientes--19728150,Argenprop
AP20183047,PH,650000,51,12745,2,1,Villa Ballester,Lynch Pueyrredon 4400,APPROX,-34.5652001,-58.5641047,https://www.argenprop.com/ph-en-alquiler-en-villa-ballester-2-ambientes--20183047,Argenprop
AP18566503,PH,620000,60,10333,3,2,Villa Ballester,"Congreso 400, Piso 1°",APPROX,-34.5669635,-58.5402898,https://www.argenprop.com/ph-en-alquiler-en-villa-ballester-3-ambientes--18566503,Argenprop
AP19996668,PH,650000,45,14444,2,1,San Andres,Tucuman 2600,APPROX,-34.5735516,-58.5447089,https://www.argenprop.com/ph-en-alquiler-en-san-andres-2-ambientes--19996668,Argenprop
AP20125368,PH,1450000,100,14500,4,3,Villa Ballester,Profesor Aguer 4900,APPROX,-34.5509336,-58.5582561,https://www.argenprop.com/ph-en-alquiler-en-villa-ballester-4-ambientes--20125368,Argenprop
AP19961304,PH,1200000,90,13333,3,3,General San Martin,Rivadavia al 4300,APPROX,-34.5720473,-58.5362572,https://www.argenprop.com/ph-en-alquiler-en-general-san-martin-3-ambientes--19961304,Argenprop
AP20159201,PH,600000,60,10000,2,1,Villa Ballester,Cuba 4200,APPROX,-34.5555127,-58.5712695,https://www.argenprop.com/ph-en-alquiler-en-villa-ballester-2-ambientes--20159201,Argenprop
AP19950460,PH,950000,80,11875,4,3,Villa Ballester,Agustin Alvarez 2300,APPROX,-34.553847,-58.541406,https://www.argenprop.com/ph-en-alquiler-en-villa-ballester-4-ambientes--19950460,Argenprop
AP20105929,PH,800000,75,10667,3,2,Jose Leon Suarez,Aristobulo del valle al 7059,APPROX,-34.5511686,-58.5641824,https://www.argenprop.com/ph-en-alquiler-en-jose-leon-suarez-3-ambientes--20105929,Argenprop
AP19518856,PH,400000,40,10000,1,,Villa Ballester,"112- VICENTE LOPEZ 4000, Piso PB",APPROX,-34.559712,-58.564185,https://www.argenprop.com/ph-en-alquiler-en-villa-ballester-1-ambiente--19518856,Argenprop
AP20091819,PH,700000,55,12727,3,2,General San Martin,CONGRESO al 3789,APPROX,-34.5568771,-58.5529437,https://www.argenprop.com/ph-en-alquiler-en-general-san-martin-3-ambientes--20091819,Argenprop
AP19782071,PH,890000,80,11125,3,2,Villa Lynch,BOULOGNE SUR MER al 5000,APPROX,-34.5229786,-58.5805189,https://www.argenprop.com/ph-en-alquiler-en-villa-lynch-3-ambientes--19782071,Argenprop
AP12432192,PH,750000,60,12500,3,2,San Andres Barrio Golf,"French 2400, Piso PB",APPROX,-34.5660815,-58.53166,https://www.argenprop.com/ph-en-alquiler-en-san-andres-barrio-golf-3-ambientes--12432192,Argenprop
AP19801400,PH,1100000,78,14103,3,2,Villa Ballester,"Independencia 4700, Piso 2",APPROX,-34.5509291,-58.5543391,https://www.argenprop.com/ph-en-alquiler-en-villa-ballester-3-ambientes--19801400,Argenprop
AP19613216,PH,300000,20,15000,1,,Villa Ballester,"Almirante Brown 3016 , Provincia de Buenos Aires, 100",APPROX,-34.5519426,-58.5575687,https://www.argenprop.com/ph-en-alquiler-en-villa-ballester-1-ambiente--19613216,Argenprop
AP19953501,PH,650000,47,13830,3,2,Villa Ballester,Lavalle al 1600,APPROX,-34.5463469,-58.5527333,https://www.argenprop.com/ph-en-alquiler-en-villa-ballester-3-ambientes--19953501,Argenprop
AP19981462,PH,350000,30,11667,1,,Jose Leon Suarez,Matheu 1200,APPROX,-34.508864,-58.5786357,https://www.argenprop.com/ph-en-alquiler-en-jose-leon-suarez-1-ambiente--19981462,Argenprop
AP19963921,PH,400000,35,11429,2,1,Villa Bonich,"Adelina Hue 4900, Piso PB",APPROX,-34.575883,-58.557523,https://www.argenprop.com/ph-en-alquiler-en-villa-bonich-2-ambientes--19963921,Argenprop
AP19440269,PH,400000,34,11765,2,1,Villa Ballester,Colon 3600,APPROX,-34.5511401,-58.5614535,https://www.argenprop.com/ph-en-alquiler-en-villa-ballester-2-ambientes--19440269,Argenprop
AP19841461,PH,650000,45,14444,2,1,Villa Ballester,Sargento Cabral al 1300,APPROX,-34.5336964,-58.5555646,https://www.argenprop.com/ph-en-alquiler-en-villa-ballester-3-ambientes--19841461,Argenprop
AP15284183,PH,630000,47,13404,2,1,Villa Ballester,Enrique Marengo 4500,APPROX,-34.5519978,-58.5530827,https://www.argenprop.com/ph-en-alquiler-en-villa-ballester-2-ambientes--15284183,Argenprop
AP17367104,PH,500000,50,10000,3,2,Villa Granaderos de San Martin,R. BALBIN 4900,APPROX,-34.5660246,-58.5639894,https://www.argenprop.com/ph-en-alquiler-en-villa-granaderos-de-san-martin-3-ambientes--17367104,Argenprop
AP19771050,PH,450000,40,11250,2,1,General San Martin,Avenida Ricardo Balbin 5600,APPROX,-34.5626954,-58.5916274,https://www.argenprop.com/ph-en-alquiler-en-general-san-martin-2-ambientes--19771050,Argenprop
AP19774398,PH,400000,50,8000,3,2,Villa Ballester,Avenida Ricardo Balbin 4900,APPROX,-34.5624168,-58.5891919,https://www.argenprop.com/ph-en-alquiler-en-villa-ballester-3-ambientes--19774398,Argenprop
AP8086640,PH,460000,45,10222,2,1,Villa Libertad,"Posadas 3200, Piso 1",APPROX,-34.581002,-58.564734,https://www.argenprop.com/ph-en-alquiler-en-villa-libertad-2-ambientes--8086640,Argenprop
AP19741985,PH,1000000,100,10000,3,2,Villa Lynch,Avellaneda al 2400,APPROX,-34.5395591,-58.5673195,https://www.argenprop.com/ph-en-alquiler-en-villa-lynch-3-ambientes--19741985,Argenprop
AP19646987,PH,715000,50,14300,3,2,Villa Lynch,Suipacha al 2400,APPROX,-34.5747751,-58.5829311,https://www.argenprop.com/ph-en-alquiler-en-villa-lynch-3-ambientes--19646987,Argenprop
